id,entity_name,entity_description,entity_name_embedding,description_embedding,combined_embedding,dbscan_labels,agg_labels,final_cluster
7426,ReasonForUnmetTreatmentNeed,Reasons for not receiving substance use treatment.,"[-0.02964995  0.02299161  0.01636452 ...  0.02167869 -0.04964061
  0.00986248]","[-0.04075274  0.00135347  0.02380043 ... -0.01514338 -0.05323439
  0.0263717 ]","[-0.02964995  0.02299161  0.01636452 ... -0.01514338 -0.05323439
  0.0263717 ]",0,16,DBSCAN_0_AGG_16
7427,KnowledgeOfTreatmentLocations,Knowledge about where to get substance use treatment.,"[-0.05403536  0.01054386  0.02717251 ... -0.02571712 -0.00578287
  0.02006585]","[-0.04158163  0.00861644  0.01356631 ... -0.00625694 -0.05937129
  0.04277666]","[-0.05403536  0.01054386  0.02717251 ... -0.00625694 -0.05937129
  0.04277666]",-1,16,DBSCAN_-1_AGG_16
7428,Respondent,A person who did not receive substance use treatment in the past year.,"[-0.00286051  0.01264529 -0.00938681 ... -0.01554503  0.02669561
  0.01563472]","[-0.02917713 -0.00073009 -0.02149613 ... -0.03784492 -0.04371235
  0.0494731 ]","[-0.00286051  0.01264529 -0.00938681 ... -0.03784492 -0.04371235
  0.0494731 ]",0,17,DBSCAN_0_AGG_17
7429,PastYear,The time period referring to the past year.,"[-0.0419371  -0.02068234 -0.00164758 ... -0.02267074  0.01412967
  0.01818178]","[-0.00010486 -0.01509821  0.0118109  ... -0.02254336  0.03115792
  0.00626277]","[-0.0419371  -0.02068234 -0.00164758 ... -0.02254336  0.03115792
  0.00626277]",0,23,DBSCAN_0_AGG_23
7430,UnmetTreatmentNeed,Respondent did not receive substance use treatment because they couldn't find a preferred provider.,"[-0.01763946  0.03788422  0.00795385 ...  0.00611481 -0.04248182
  0.01393839]","[-0.06871265 -0.01246115  0.01546168 ... -0.01317968 -0.02393766
  0.03661836]","[-0.01763946  0.03788422  0.00795385 ... -0.01317968 -0.02393766
  0.03661836]",0,16,DBSCAN_0_AGG_16
7431,SubstanceUse,"The consumption of substances such as tobacco, alcohol, and drugs.","[-0.05152125  0.01472578 -0.01722438 ... -0.01237148 -0.09149882
  0.04012946]","[ 0.03577117  0.02176019  0.01343518 ... -0.0234156  -0.05234922
  0.05172544]","[-0.05152125  0.01472578 -0.01722438 ... -0.0234156  -0.05234922
  0.05172544]",0,31,DBSCAN_0_AGG_31
7432,SubstanceUseTreatment,Programs or services aimed at helping individuals stop or reduce substance use.,"[-0.05270708  0.01166422 -0.01996566 ... -0.00120388 -0.06297836
  0.02193549]","[-0.00559031 -0.00252183  0.02861043 ... -0.01694069 -0.04994741
  0.02115284]","[-0.05270708  0.01166422 -0.01996566 ... -0.01694069 -0.04994741
  0.02115284]",0,31,DBSCAN_0_AGG_31
7433,Respondent,Individual aged 12 or older participating in the NSDUH survey.,"[-0.00286051  0.01264529 -0.00938681 ... -0.01554503  0.02669561
  0.01563472]","[ 0.02101571 -0.01490926  0.03658585 ... -0.00657567 -0.01851762
  0.00738854]","[-0.00286051  0.01264529 -0.00938681 ... -0.00657567 -0.01851762
  0.00738854]",0,17,DBSCAN_0_AGG_17
7434,TreatmentAccess,The availability and accessibility of substance use treatment services.,"[-0.00323218  0.01029529  0.04905167 ... -0.01500568 -0.00733887
 -0.00500603]","[-0.04174132  0.02122378  0.02949168 ... -0.02078542 -0.06663026
  0.03219488]","[-0.00323218  0.01029529  0.04905167 ... -0.02078542 -0.06663026
  0.03219488]",0,19,DBSCAN_0_AGG_19
7435,ServiceProvider,Preferred substance use treatment provider that the respondent could not find.,"[-0.0007859  -0.02290388  0.0175047  ... -0.02978072 -0.03441265
  0.02712376]","[-0.0722426  -0.00569463 -0.0040876  ... -0.02757014 -0.03606233
  0.01850295]","[-0.0007859  -0.02290388  0.0175047  ... -0.02757014 -0.03606233
  0.01850295]",-1,21,DBSCAN_-1_AGG_21
7436,ReasonForNoSubstanceUseTreatment,Reason the respondent did not receive substance use treatment: No opening with preferred provider.,"[-0.02146051  0.02313907 -0.00593772 ...  0.00669857 -0.03394777
  0.02873951]","[-0.05170179  0.00355053  0.00163638 ... -0.02118586 -0.02770034
  0.02767274]","[-0.02146051  0.02313907 -0.00593772 ... -0.02118586 -0.02770034
  0.02767274]",0,16,DBSCAN_0_AGG_16
7437,Respondent,Individual who did not receive substance use treatment in the past year and either sought or thought they should get treatment.,"[-0.00285324  0.01263125 -0.00937254 ... -0.0155611   0.02672742
  0.01562089]","[-0.0199414   0.0032362  -0.03001194 ... -0.02275145 -0.05523111
  0.03608851]","[-0.00285324  0.01263125 -0.00937254 ... -0.02275145 -0.05523111
  0.03608851]",0,17,DBSCAN_0_AGG_17
7438,SubstanceUseTreatmentNeed,Need for substance use treatment in the past year.,"[-0.04542238  0.01838048 -0.01707984 ... -0.00167225 -0.06145885
  0.02201084]","[-0.04348818  0.02051407  0.0003295  ... -0.03640871 -0.04679558
  0.02952057]","[-0.04542238  0.01838048 -0.01707984 ... -0.03640871 -0.04679558
  0.02952057]",0,16,DBSCAN_0_AGG_16
7439,SubstanceUseTreatment,Substance use treatment services the respondent did not receive.,"[-0.05270708  0.01166422 -0.01996566 ... -0.00120388 -0.06297836
  0.02193549]","[-0.05483185  0.02304832 -0.01390529 ... -0.01703629 -0.03749299
  0.02310094]","[-0.05270708  0.01166422 -0.01996566 ... -0.01703629 -0.03749299
  0.02310094]",0,31,DBSCAN_0_AGG_31
7440,ReasonForUnmetTreatmentNeed,Describes specific reasons why the respondent did not receive substance use treatment.,"[-0.02964995  0.02299161  0.01636452 ...  0.02167869 -0.04964061
  0.00986248]","[-0.04884809  0.01546856  0.01339183 ... -0.01337113 -0.04396328
  0.02933645]","[-0.02964995  0.02299161  0.01636452 ... -0.01337113 -0.04396328
  0.02933645]",0,16,DBSCAN_0_AGG_16
7441,SubstanceUseTreatment,Refers to the treatment sought or needed for substance use issues.,"[-0.05270708  0.01166422 -0.01996566 ... -0.00120388 -0.06297836
  0.02193549]","[-0.0391513   0.00427823  0.02614297 ...  0.00978783 -0.04445567
  0.02674918]","[-0.05270708  0.01166422 -0.01996566 ...  0.00978783 -0.04445567
  0.02674918]",0,31,DBSCAN_0_AGG_31
7442,Respondent,Individual who answers the survey and provides information on substance use and mental health.,"[-0.00286051  0.01264529 -0.00938681 ... -0.01554503  0.02669561
  0.01563472]","[-0.01151848 -0.01152503  0.0017926  ... -0.04028523 -0.06443541
  0.05039582]","[-0.00286051  0.01264529 -0.00938681 ... -0.04028523 -0.06443541
  0.05039582]",0,17,DBSCAN_0_AGG_17
7545,Respondent,Individual respondent of the survey.,"[-0.00286051  0.01264529 -0.00938681 ... -0.01554503  0.02669561
  0.01563472]","[ 0.03515445  0.00728319  0.02739486 ... -0.02981878  0.01260743
  0.00923071]","[-0.00286051  0.01264529 -0.00938681 ... -0.02981878  0.01260743
  0.00923071]",0,17,DBSCAN_0_AGG_17
7443,ProblemWithTransportation,Indicates transportation problems as a reason for not receiving substance use treatment.,"[ 0.01051122 -0.02323143  0.03863503 ...  0.00315411 -0.01434359
  0.03157813]","[-0.03191052  0.00224901 -0.00104517 ...  0.00418807 -0.05930457
  0.03034599]","[ 0.01051122 -0.02323143  0.03863503 ...  0.00418807 -0.05930457
  0.03034599]",35,24,DBSCAN_35_AGG_24
7444,ChildcareIssue,Indicates childcare issues as a reason for not receiving substance use treatment.,"[ 0.01262465  0.01086524  0.03972672 ...  0.02033732 -0.01750791
  0.01880053]","[-0.00831489  0.02307662  0.01149617 ... -0.01325887 -0.03238873
  0.03803499]","[ 0.01262465  0.01086524  0.03972672 ... -0.01325887 -0.03238873
  0.03803499]",35,24,DBSCAN_35_AGG_24
7445,AppointmentTiming,Indicates inconvenient appointment timings as a reason for not receiving substance use treatment.,"[-0.03670022  0.04735512  0.05020719 ... -0.00706964 -0.02709466
 -0.00625572]","[-0.0675457   0.01405918  0.02175514 ... -0.00644796 -0.06246129
  0.00453746]","[-0.03670022  0.04735512  0.05020719 ... -0.00644796 -0.06246129
  0.00453746]",36,19,DBSCAN_36_AGG_19
7446,UnmetTreatmentNeed,A general entity for unmet treatment needs regarding substance use.,"[-0.01763946  0.03788422  0.00795385 ...  0.00611481 -0.04248182
  0.01393839]","[-4.67161946e-02  9.54895373e-03  3.43149565e-02 ...  5.67345269e-05
 -5.56450896e-02  2.62760371e-02]","[-1.76394582e-02  3.78842242e-02  7.95384776e-03 ...  5.67345269e-05
 -5.56450896e-02  2.62760371e-02]",0,16,DBSCAN_0_AGG_16
7447,Respondent,Individual who did not receive substance use treatment in the past year.,"[-0.00286051  0.01264529 -0.00938681 ... -0.01554503  0.02669561
  0.01563472]","[-0.02491555  0.0062751  -0.01694046 ... -0.0390304  -0.04291232
  0.05360739]","[-0.00286051  0.01264529 -0.00938681 ... -0.0390304  -0.04291232
  0.05360739]",0,17,DBSCAN_0_AGG_17
7448,SubstanceUseTreatment,Treatment for substance use that the respondent did not receive in the past year.,"[-0.05270708  0.01166422 -0.01996566 ... -0.00120388 -0.06297836
  0.02193549]","[-0.05908239  0.02515429 -0.01058492 ... -0.03125839 -0.03227798
  0.02243092]","[-0.05270708  0.01166422 -0.01996566 ... -0.03125839 -0.03227798
  0.02243092]",0,31,DBSCAN_0_AGG_31
7449,ReasonForNotReceivingSubstanceUseTreatment,"Reason why the respondent did not receive substance use treatment, specifically not having enough time.","[-0.03369196 -0.00541168 -0.00168731 ... -0.0038283  -0.04985831
  0.0382035 ]","[-0.05202679  0.01570518 -0.01081418 ... -0.01361386 -0.00842602
  0.01971244]","[-0.03369196 -0.00541168 -0.00168731 ... -0.01361386 -0.00842602
  0.01971244]",0,16,DBSCAN_0_AGG_16
7450,TimeConstraint,Constraint related to not having enough time for treatment.,"[ 0.00390613  0.04613344  0.03763589 ... -0.00718865  0.0026058
 -0.00795617]","[-0.01606194  0.03303453  0.03334855 ...  0.00814873 -0.00144349
  0.02132172]","[ 0.00390613  0.04613344  0.03763589 ...  0.00814873 -0.00144349
  0.02132172]",-1,19,DBSCAN_-1_AGG_19
7451,SubstanceUseTreatment,The need for privacy in substance use treatment.,"[-0.05270708  0.01166422 -0.01996566 ... -0.00120388 -0.06297836
  0.02193549]","[ 0.00431476  0.0082641   0.00039419 ... -0.02884001 -0.05959144
  0.01575519]","[-0.05270708  0.01166422 -0.01996566 ... -0.02884001 -0.05959144
  0.01575519]",0,31,DBSCAN_0_AGG_31
7452,Respondent,Individual who did not receive substance use treatment in the past year despite needing it.,"[-0.00286051  0.01264529 -0.00938681 ... -0.01554503  0.02669561
  0.01563472]","[-0.02507218  0.01684197 -0.01146644 ... -0.03392921 -0.04224118
  0.05472277]","[-0.00286051  0.01264529 -0.00938681 ... -0.03392921 -0.04224118
  0.05472277]",0,17,DBSCAN_0_AGG_17
7453,PrivacyConcern,Concern about personal information not being kept private.,"[ 0.03478949  0.01197683  0.01127409 ... -0.0243466  -0.00383674
 -0.02667396]","[ 0.04444914 -0.01670382  0.03444572 ... -0.0262511   0.00677904
  0.00987759]","[ 0.03478949  0.01197683  0.01127409 ... -0.0262511   0.00677904
  0.00987759]",37,5,DBSCAN_37_AGG_5
7454,ReasonForNoTreatment,Reason why the respondent did not receive substance use treatment in the past year.,"[-0.00237072  0.02303096  0.0162149  ...  0.01849201 -0.02478847
  0.01252414]","[-0.05776665  0.00699149 -0.02682585 ... -0.02938131 -0.0267079
  0.03653662]","[-0.00237072  0.02303096  0.0162149  ... -0.02938131 -0.0267079
  0.03653662]",0,16,DBSCAN_0_AGG_16
7455,ReasonForNoTreatment,Worried about what people think or say as a reason for not receiving substance use treatment.,"[-0.00237072  0.02303096  0.0162149  ...  0.01849201 -0.02478847
  0.01252414]","[ 0.00499341 -0.03642659 -0.00733938 ... -0.00248977 -0.04917867
  0.02565663]","[-0.00237072  0.02303096  0.0162149  ... -0.00248977 -0.04917867
  0.02565663]",0,16,DBSCAN_0_AGG_16
7456,SubstanceUseTreatment,Reference to substance use treatment.,"[-0.05270708  0.01166422 -0.01996566 ... -0.00120388 -0.06297836
  0.02193549]","[-0.02959275  0.01156557 -0.01661144 ...  0.00238862 -0.04074449
  0.0051947 ]","[-0.05270708  0.01166422 -0.01996566 ...  0.00238862 -0.04074449
  0.0051947 ]",0,31,DBSCAN_0_AGG_31
7457,Respondent,Individual providing the reasons for not receiving substance use treatment.,"[-0.00286017  0.01266619 -0.00942305 ... -0.01555811  0.0267223
  0.0156179 ]","[-0.04151338  0.00507347  0.0333229  ... -0.01291683 -0.05539793
  0.02781116]","[-0.00286017  0.01266619 -0.00942305 ... -0.01291683 -0.05539793
  0.02781116]",0,17,DBSCAN_0_AGG_17
7458,PastYear,Time period referring to the past year.,"[-0.0419371  -0.02068234 -0.00164758 ... -0.02267074  0.01412967
  0.01818178]","[-0.02991989 -0.00145228  0.02431666 ... -0.02711152  0.03275526
  0.00010074]","[-0.0419371  -0.02068234 -0.00164758 ... -0.02711152  0.03275526
  0.00010074]",0,23,DBSCAN_0_AGG_23
7459,Respondent,A person who participates in the NSDUH survey.,"[-0.00286051  0.01264529 -0.00938681 ... -0.01554503  0.02669561
  0.01563472]","[-0.01987671 -0.02664131 -0.0175306  ... -0.02396935 -0.02535095
  0.01025768]","[-0.00286051  0.01264529 -0.00938681 ... -0.02396935 -0.02535095
  0.01025768]",0,17,DBSCAN_0_AGG_17
7460,SubstanceUseTreatment,Treatment sought for substance use.,"[-0.05270708  0.01166422 -0.01996566 ... -0.00120388 -0.06297836
  0.02193549]","[-0.0539098   0.00644171 -0.00812479 ... -0.01580247 -0.0618813
  0.00793317]","[-0.05270708  0.01166422 -0.01996566 ... -0.01580247 -0.0618813
  0.00793317]",0,31,DBSCAN_0_AGG_31
7461,UnmetTreatmentNeed,Need for substance use treatment that was unmet in the past year.,"[-0.01763946  0.03788422  0.00795385 ...  0.00611481 -0.04248182
  0.01393839]","[-0.05078352  0.03568793  0.00678207 ... -0.03623487 -0.06131215
  0.01932071]","[-0.01763946  0.03788422  0.00795385 ... -0.03623487 -0.06131215
  0.01932071]",0,16,DBSCAN_0_AGG_16
7462,ReasonForUnmetTreatmentNeed,Reasons why the respondent did not receive substance use treatment.,"[-0.02962454  0.02305868  0.01632085 ...  0.02171424 -0.04961915
  0.00982534]","[-0.05057549  0.00093619  0.00225945 ... -0.01952059 -0.03390622
  0.02807456]","[-0.02962454  0.02305868  0.01632085 ... -0.01952059 -0.03390622
  0.02807456]",0,16,DBSCAN_0_AGG_16
7463,JobSecurity,Concern about losing job due to seeking treatment.,"[-0.04554204  0.03370172  0.04896463 ... -0.01293493 -0.02483691
 -0.02590068]","[ 0.00787488 -0.0109892   0.05216664 ...  0.01396812 -0.01044758
  0.00401227]","[-0.04554204  0.03370172  0.04896463 ...  0.01396812 -0.01044758
  0.00401227]",0,24,DBSCAN_0_AGG_24
7464,HousingSecurity,Concern about losing home due to seeking treatment.,"[ 0.01933499  0.00421475  0.05986594 ... -0.00058007 -0.02829281
 -0.02007622]","[ 0.00490107 -0.00277034  0.07653354 ...  0.0039338  -0.00519929
 -0.01129325]","[ 0.01933499  0.00421475  0.05986594 ...  0.0039338  -0.00519929
 -0.01129325]",0,24,DBSCAN_0_AGG_24
7465,ChildCustody,Concern about losing custody of children due to seeking treatment.,"[-0.00325658  0.01734256 -0.02139347 ... -0.00982314  0.01890856
  0.03183783]","[ 0.03467802  0.01321514  0.02290891 ... -0.00623267  0.00930549
 -0.00145273]","[-0.00325658  0.01734256 -0.02139347 ... -0.00623267  0.00930549
 -0.00145273]",0,9,DBSCAN_0_AGG_9
7466,ReasonForNoSubstanceUseTreatment,Reason the respondent did not receive substance use treatment: Not ready to start treatment.,"[-0.02146051  0.02313907 -0.00593772 ...  0.00669857 -0.03394777
  0.02873951]","[-0.0210726   0.02472568 -0.01285931 ... -0.00758197 -0.02506892
  0.02265397]","[-0.02146051  0.02313907 -0.00593772 ... -0.00758197 -0.02506892
  0.02265397]",0,16,DBSCAN_0_AGG_16
7467,SubstanceUseTreatment,The treatment related to substance use which the respondent did not receive.,"[-0.05270708  0.01166422 -0.01996566 ... -0.00120388 -0.06297836
  0.02193549]","[-0.04998605  0.01924904  0.00098182 ... -0.01875479 -0.01565571
  0.02634219]","[-0.05270708  0.01166422 -0.01996566 ... -0.01875479 -0.01565571
  0.02634219]",0,31,DBSCAN_0_AGG_31
7468,Respondent,The individual who participated in the NSDUH survey.,"[-0.00286889  0.01265598 -0.00939113 ... -0.01555475  0.02671652
  0.01562946]","[ 0.0041514  -0.02164515 -0.01382921 ... -0.04218502 -0.01440817
  0.01571083]","[-0.00286889  0.01265598 -0.00939113 ... -0.04218502 -0.01440817
  0.01571083]",0,17,DBSCAN_0_AGG_17
7469,Respondent,A person who did not receive substance use treatment in the past year and either sought treatment or thought they should get treatment.,"[-0.00286051  0.01264529 -0.00938681 ... -0.01554503  0.02669561
  0.01563472]","[-0.02617795 -0.00228411 -0.02148388 ... -0.02526635 -0.05812484
  0.03045023]","[-0.00286051  0.01264529 -0.00938681 ... -0.02526635 -0.05812484
  0.03045023]",0,17,DBSCAN_0_AGG_17
7470,SubstanceUseTreatmentNeed,The need for substance use treatment that was unmet because the respondent was not ready to stop or cut substance use.,"[-0.04548609  0.01834024 -0.01705371 ... -0.0016573  -0.06146768
  0.02199971]","[-0.00147985  0.03821237 -0.01602495 ... -0.00546477 -0.04149566
  0.01762871]","[-0.04548609  0.01834024 -0.01705371 ... -0.00546477 -0.04149566
  0.01762871]",0,16,DBSCAN_0_AGG_16
7471,ReasonForNotReceivingTreatment,Reasons described by the respondent for not receiving substance use treatment.,"[-0.00396441 -0.0131025   0.02190012 ...  0.00233638 -0.03400075
  0.00875065]","[-0.05784539  0.01992309  0.02016841 ... -0.01526189 -0.03093695
  0.00925139]","[-0.00396441 -0.0131025   0.02190012 ... -0.01526189 -0.03093695
  0.00925139]",0,16,DBSCAN_0_AGG_16
7472,UnmetSubstanceUseTreatmentNeed,A variable describing the reason the respondent did not receive substance use treatment in the past year.,"[-0.03611488  0.03212817 -0.00995944 ... -0.00540111 -0.05824697
  0.03086767]","[-0.05290046  0.01603925 -0.02456093 ... -0.03382247 -0.04066624
  0.03316188]","[-0.03611488  0.03212817 -0.00995944 ... -0.03382247 -0.04066624
  0.03316188]",0,16,DBSCAN_0_AGG_16
7473,SelfHandlingBelief,Belief that the respondent could handle the substance use issue on their own without treatment.,"[ 0.0047835  -0.00314318 -0.00988223 ... -0.0112458  -0.00179702
  0.02071749]","[ 0.02726158  0.00800759 -0.01983022 ... -0.0132069  -0.02747353
  0.03203037]","[ 0.0047835  -0.00314318 -0.00988223 ... -0.0132069  -0.02747353
  0.03203037]",0,5,DBSCAN_0_AGG_5
7474,Respondent,The individual providing responses in the NSDUH survey.,"[-0.00286051  0.01264529 -0.00938681 ... -0.01554503  0.02669561
  0.01563472]","[-0.02069717 -0.01419606  0.04014862 ... -0.03109118 -0.03272619
  0.02305886]","[-0.00286051  0.01264529 -0.00938681 ... -0.03109118 -0.03272619
  0.02305886]",0,17,DBSCAN_0_AGG_17
7475,SubstanceUseTreatment,Medical or therapeutic care for substance use issues.,"[-0.05270708  0.01166422 -0.01996566 ... -0.00120388 -0.06297836
  0.02193549]","[-0.01207134  0.02646296  0.02641536 ... -0.01574213 -0.05026058
  0.03043716]","[-0.05270708  0.01166422 -0.01996566 ... -0.01574213 -0.05026058
  0.03043716]",0,31,DBSCAN_0_AGG_31
7476,ReasonForUnmetSubstanceUseTreatmentNeed,"Family, friends, or religious reasons.","[-0.03613448  0.02242367 -0.00815338 ...  0.01015256 -0.05579808
  0.03309095]","[ 0.0038939   0.01544275  0.03029495 ... -0.00374073 -0.03286382
 -0.00565078]","[-0.03613448  0.02242367 -0.00815338 ... -0.00374073 -0.03286382
 -0.00565078]",0,16,DBSCAN_0_AGG_16
7477,NoSubstanceUseTreatmentPastYear,Indicates whether the respondent did not receive substance use treatment in the past year.,"[-0.03463319  0.01374034 -0.01492992 ... -0.02713435 -0.03129033
  0.03050732]","[-0.04087665  0.01435825 -0.01241082 ... -0.03228999 -0.0356064
  0.04036248]","[-0.03463319  0.01374034 -0.01492992 ... -0.03228999 -0.0356064
  0.04036248]",0,31,DBSCAN_0_AGG_31
