id,relation_name,relation_description,relation_name_embedding,description_embedding,combined_embedding,dbscan_labels,agg_labels,final_cluster
7381,experiences,The respondent did not know how or where to get treatment.,"[-0.00867109 -0.0143734   0.04273086 ... -0.01778019 -0.04471004
 -0.02121942]","[-0.03873786 -0.01104253  0.00909113 ...  0.00029666 -0.0050499
  0.0177999 ]","[-0.00867109 -0.0143734   0.04273086 ...  0.00029666 -0.0050499
  0.0177999 ]",0,8,DBSCAN_0_AGG_8
7382,hasUnmetNeed,Individual has an unmet need in finding a preferred mental health treatment provider.,"[-0.03719222  0.0251659   0.03945009 ...  0.01404116 -0.04434215
  0.01566401]","[-0.05629448 -0.03354574  0.04382309 ...  0.01554594 -0.05213735
  0.02075678]","[-0.03719222  0.0251659   0.03945009 ...  0.01554594 -0.05213735
  0.02075678]",0,5,DBSCAN_0_AGG_5
7383,cannotFind,The unmet mental health treatment need is due to not being able to find a preferred provider.,"[-0.00802667  0.00277977  0.06115124 ...  0.00049456 -0.02490617
  0.00385795]","[-0.0362411  -0.00965011  0.06294763 ...  0.01627201 -0.05385087
  0.0371897 ]","[-0.00802667  0.00277977  0.06115124 ...  0.01627201 -0.05385087
  0.0371897 ]",0,5,DBSCAN_0_AGG_5
7384,hasNoOpenings,Relates the preferred provider to the unmet treatment need due to no openings.,"[-0.00914841  0.04093156  0.08198708 ... -0.00090245 -0.02027987
 -0.00749844]","[-0.07904901 -0.00571231  0.06918197 ...  0.00993751 -0.03650801
  0.01716863]","[-0.00914841  0.04093156  0.08198708 ...  0.00993751 -0.03650801
  0.01716863]",-1,5,DBSCAN_-1_AGG_5
7385,affects,Transportation issues contribute to unmet mental health treatment needs.,"[ 0.00995557 -0.00115468  0.06307462 ... -0.01396199  0.00660681
  0.01777942]","[-0.01102006 -0.00454816  0.04757098 ...  0.01351709 -0.07032454
  0.02504675]","[ 0.00995557 -0.00115468  0.06307462 ...  0.01351709 -0.07032454
  0.02504675]",0,24,DBSCAN_0_AGG_24
7386,affects,Childcare issues contribute to unmet mental health treatment needs.,"[ 0.00995557 -0.00115468  0.06307462 ... -0.01396199  0.00660681
  0.01777942]","[ 0.00858411  0.00801345  0.06949849 ... -0.008918   -0.04499675
  0.02955264]","[ 0.00995557 -0.00115468  0.06307462 ... -0.008918   -0.04499675
  0.02955264]",0,24,DBSCAN_0_AGG_24
7387,affects,Issues with appointment times contribute to unmet mental health treatment needs.,"[ 0.00995557 -0.00115468  0.06307462 ... -0.01396199  0.00660681
  0.01777942]","[-0.03394175  0.01121913  0.07967135 ... -0.01137423 -0.07186448
  0.01049532]","[ 0.00995557 -0.00115468  0.06307462 ... -0.01137423 -0.07186448
  0.01049532]",0,24,DBSCAN_0_AGG_24
7388,hasObstacle,Indicates that the obstacle to mental health treatment was a lack of time.,"[ 0.0060617  -0.01046169  0.00319078 ...  0.01464325 -0.01083616
  0.00595248]","[-0.01931264  0.01216521  0.03424931 ... -0.0137041  -0.01861249
  0.00312153]","[ 0.0060617  -0.01046169  0.00319078 ... -0.0137041  -0.01861249
  0.00312153]",-1,24,DBSCAN_-1_AGG_24
7389,relatesTo,Unmet mental health treatment need is due to worry about privacy,"[-0.06072039 -0.00795184  0.06623489 ...  0.04822899 -0.00083641
  0.01925504]","[ 0.01801651  0.00677426  0.04617799 ... -0.00551271 -0.05219664
  0.0080161 ]","[-0.06072039 -0.00795184  0.06623489 ... -0.00551271 -0.05219664
  0.0080161 ]",0,14,DBSCAN_0_AGG_14
7390,isConcernedAbout,The unmet mental health treatment need is due to the concern about what people will think or say.,"[ 0.01072935 -0.01852822  0.02621681 ...  0.00139237 -0.02303424
 -0.00752709]","[ 0.03135088 -0.01224845  0.01476243 ...  0.01667846 -0.05334022
  0.02117921]","[ 0.01072935 -0.01852822  0.02621681 ...  0.01667846 -0.05334022
  0.02117921]",0,22,DBSCAN_0_AGG_22
7391,causesConcernFor,Mental health treatment causes concern for job loss.,"[ 0.01799376 -0.02426409  0.03051956 ...  0.01855839 -0.02909314
 -0.02153011]","[ 0.00331821  0.00666265  0.0418645  ...  0.02027648 -0.02447342
 -0.00247554]","[ 0.01799376 -0.02426409  0.03051956 ...  0.02027648 -0.02447342
 -0.00247554]",0,22,DBSCAN_0_AGG_22
7392,causesConcernFor,Mental health treatment causes concern for home loss.,"[ 0.01799376 -0.02426409  0.03051956 ...  0.01855839 -0.02909314
 -0.02153011]","[ 0.0201224   0.03169967  0.04256026 ...  0.0108468  -0.01571201
 -0.00538894]","[ 0.01799376 -0.02426409  0.03051956 ...  0.0108468  -0.01571201
 -0.00538894]",0,22,DBSCAN_0_AGG_22
7393,causesConcernFor,Mental health treatment causes concern for losing custody of children.,"[ 0.01799376 -0.02426409  0.03051956 ...  0.01855839 -0.02909314
 -0.02153011]","[ 0.0365052   0.02581105  0.02089689 ... -0.01047769 -0.01614653
 -0.00488784]","[ 0.01799376 -0.02426409  0.03051956 ... -0.01047769 -0.01614653
 -0.00488784]",0,22,DBSCAN_0_AGG_22
7394,isPartOfReasonFor,Concern over job loss is a part of the reason for unmet mental health treatment needs.,"[-0.04903617  0.0099803   0.03423879 ...  0.03513297 -0.04355566
  0.00230398]","[-0.00296752  0.02697339  0.04384786 ...  0.01749277 -0.03843773
 -0.01211484]","[-0.04903617  0.0099803   0.03423879 ...  0.01749277 -0.03843773
 -0.01211484]",0,20,DBSCAN_0_AGG_20
7395,isPartOfReasonFor,Concern over home loss is a part of the reason for unmet mental health treatment needs.,"[-0.04903617  0.0099803   0.03423879 ...  0.03513297 -0.04355566
  0.00230398]","[ 0.00996185  0.04140437  0.06417809 ...  0.01213895 -0.02915986
 -0.00934171]","[-0.04903617  0.0099803   0.03423879 ...  0.01213895 -0.02915986
 -0.00934171]",0,20,DBSCAN_0_AGG_20
7396,isPartOfReasonFor,Concern over losing custody of children is a part of the reason for unmet mental health treatment needs.,"[-0.0490422   0.01001759  0.03430069 ...  0.0351373  -0.04356102
  0.00230066]","[ 0.02722429  0.03083233  0.04053186 ... -0.01312014 -0.02694314
 -0.00206906]","[-0.0490422   0.01001759  0.03430069 ... -0.01312014 -0.02694314
 -0.00206906]",0,20,DBSCAN_0_AGG_20
7397,hasUnmetNeedReason,Indicates that the respondent has an unmet need for mental health treatment because they were not ready to start.,"[-0.05094013  0.03138538  0.04005465 ...  0.02219464 -0.04640995
  0.01028254]","[ 0.02265805  0.04381005  0.01325866 ...  0.01182656 -0.02733758
  0.02458096]","[-0.05094013  0.03138538  0.04005465 ...  0.01182656 -0.02733758
  0.02458096]",0,5,DBSCAN_0_AGG_5
7398,hasReasonForUnmetNeed,Relates the unmet mental health treatment need to the belief that one should handle mental health issues independently.,"[-0.03346618  0.03349851  0.04394255 ...  0.02932737 -0.04533293
  0.01849532]","[ 0.02017403  0.00563395  0.03662728 ...  0.01077312 -0.05932142
  0.02308997]","[-0.03346618  0.03349851  0.04394255 ...  0.01077312 -0.05932142
  0.02308997]",0,5,DBSCAN_0_AGG_5
7399,hasConcernAbout,The respondent has concerns about what family members would think about them receiving mental health treatment.,"[ 0.01701816 -0.02728491  0.04303821 ...  0.00286032 -0.0128704
 -0.01344533]","[ 0.04404778 -0.01598465  0.029063   ...  0.01437152 -0.0277565
  0.00600258]","[ 0.01701816 -0.02728491  0.04303821 ...  0.01437152 -0.0277565
  0.00600258]",0,22,DBSCAN_0_AGG_22
7400,hasConcernAbout,The respondent has concerns about what friends would think about them receiving mental health treatment.,"[ 0.01701816 -0.02728491  0.04303821 ...  0.00286032 -0.0128704
 -0.01344533]","[ 0.03512806 -0.02790305  0.03583827 ...  0.01043462 -0.02775281
  0.02469344]","[ 0.01701816 -0.02728491  0.04303821 ...  0.01043462 -0.02775281
  0.02469344]",0,22,DBSCAN_0_AGG_22
7401,hasConcernAbout,The respondent has concerns about what their religious group would think about them receiving mental health treatment.,"[ 0.01701816 -0.02728491  0.04303821 ...  0.00286032 -0.0128704
 -0.01344533]","[ 0.01447385 -0.01127551  0.05106504 ...  0.02115513 -0.03238998
  0.01259686]","[ 0.01701816 -0.02728491  0.04303821 ...  0.02115513 -0.03238998
  0.01259686]",0,22,DBSCAN_0_AGG_22
7402,prevents,"Concerns about family, friends, or religious group opinions prevent the respondent from seeking treatment.","[ 0.01277291 -0.00483646  0.01588067 ...  0.00947868  0.01152203
 -0.0173724 ]","[-0.00040386  0.00296319  0.04019044 ...  0.00676164 -0.00906243
  0.00879319]","[ 0.01277291 -0.00483646  0.01588067 ...  0.00676164 -0.00906243
  0.00879319]",0,24,DBSCAN_0_AGG_24
7403,isCausedBy,An unmet need for mental health treatment linked to the fear of being forced into treatment against will.,"[-0.01520198  0.01435905  0.04523944 ... -0.00785753 -0.03072646
  0.00976328]","[-0.00617075  0.01461159  0.01751784 ...  0.01576338 -0.04344639
 -0.00358928]","[-0.01520198  0.01435905  0.04523944 ...  0.01576338 -0.04344639
 -0.00358928]",0,24,DBSCAN_0_AGG_24
7404,thoughtWouldBeToldTo,The respondent thought that they would be told they needed to take medication.,"[-0.00044268 -0.04011574 -0.06261817 ...  0.00684788 -0.01464381
  0.03669964]","[-0.01741083  0.00429872 -0.03382289 ...  0.02907203 -0.02633219
  0.01936786]","[-0.00044268 -0.04011574 -0.06261817 ...  0.02907203 -0.02633219
  0.01936786]",-1,2,DBSCAN_-1_AGG_2
7405,believesTreatmentWouldNotHelp,The respondent had an unmet need for mental health treatment because they believed the treatment would not be effective.,"[-0.01902423 -0.02436386  0.03615188 ...  0.01223299  0.01779875
 -0.02029349]","[-0.00491711  0.01750243  0.00403328 ...  0.00913089  0.00170698
  0.02251912]","[-0.01902423 -0.02436386  0.03615188 ...  0.00913089  0.00170698
  0.02251912]",0,5,DBSCAN_0_AGG_5
7406,relatedTo,The unmet need for mental health treatment is conceptually related to the potential effectiveness of mental health treatment.,"[-0.02368136 -0.00865122  0.02264102 ...  0.04982667  0.00767249
  0.0043085 ]","[-0.00535907  0.01248877  0.03479095 ...  0.0137099  -0.03545702
  0.01482001]","[-0.02368136 -0.00865122  0.02264102 ...  0.0137099  -0.03545702
  0.01482001]",0,14,DBSCAN_0_AGG_14
7407,isInfluencedBy,The unmet need for mental health treatment is influenced by the perception that no one would care if the respondent got better.,"[-0.03424377 -0.02219854  0.01356665 ... -0.03512667 -0.01403175
  0.0415592 ]","[ 0.03543297  0.00254807  0.02209262 ...  0.00302963 -0.01700583
  0.02643135]","[-0.03424377 -0.02219854  0.01356665 ...  0.00302963 -0.01700583
  0.02643135]",0,24,DBSCAN_0_AGG_24
7408,participatesIn,Individual participates in a mental health support group.,"[-1.05255404e-02  1.20898457e-02  6.34065121e-02 ... -8.00193375e-05
  5.53838583e-03 -7.30009167e-04]","[-0.02935268 -0.01562724  0.06763943 ...  0.00602239 -0.05534403
  0.00157655]","[-0.01052554  0.01208985  0.06340651 ...  0.00602239 -0.05534403
  0.00157655]",0,30,DBSCAN_0_AGG_30
7409,targets,The support group targets improving the individual's mental health.,"[ 0.01173124  0.0343043   0.07188063 ... -0.01697037 -0.00108175
 -0.04760014]","[-0.00834651 -0.02452165  0.09496589 ...  0.03825538 -0.09340554
  0.01686788]","[ 0.01173124  0.0343043   0.07188063 ...  0.03825538 -0.09340554
  0.01686788]",35,45,DBSCAN_35_AGG_45
7410,receives,Individual receives support from the mental health support group.,"[ 0.01051123 -0.01603124  0.0396735  ... -0.04108354  0.00889289
  0.00671373]","[-0.02100373 -0.03515317  0.08902056 ...  0.0051265  -0.06092078
  0.01736327]","[ 0.01051123 -0.01603124  0.0396735  ...  0.0051265  -0.06092078
  0.01736327]",0,5,DBSCAN_0_AGG_5
7411,isInfluencedBy,The individual's perception influences their participation in the support group.,"[-0.03424377 -0.02219854  0.01356665 ... -0.03512667 -0.01403175
  0.0415592 ]","[ 0.01800984 -0.0377436   0.00786216 ... -0.02605484 -0.0405907
  0.025872  ]","[-0.03424377 -0.02219854  0.01356665 ... -0.02605484 -0.0405907
  0.025872  ]",0,24,DBSCAN_0_AGG_24
7412,participatedIn,Indicates whether the respondent participated in a support group for mental health in the past year.,"[ 0.0019037  -0.00255375  0.04294008 ...  0.00052886  0.02515486
 -0.00891489]","[-0.04238175 -0.0067339   0.0375374  ... -0.0158773  -0.03931281
  0.00663879]","[ 0.0019037  -0.00255375  0.04294008 ... -0.0158773  -0.03931281
  0.00663879]",0,30,DBSCAN_0_AGG_30
7413,relatedTo,The participation in question is specific to a mental health support group.,"[-0.02368136 -0.00865122  0.02264102 ...  0.04982667  0.00767249
  0.0043085 ]","[-0.01096169  0.01236057  0.04962574 ...  0.00253021 -0.02505749
  0.00346088]","[-0.02368136 -0.00865122  0.02264102 ...  0.00253021 -0.02505749
  0.00346088]",0,14,DBSCAN_0_AGG_14
7414,hasBelief,The belief that no one would care if the respondent got better.,"[ 0.01426054 -0.02035115 -0.01214847 ...  0.00244566  0.01769879
 -0.00486266]","[ 0.0634286  -0.01948005 -0.0155924  ... -0.0023305   0.03229954
  0.03773389]","[ 0.01426054 -0.02035115 -0.01214847 ... -0.0023305   0.03229954
  0.03773389]",0,8,DBSCAN_0_AGG_8
7415,hasVisitType,The mental health care was sought in the emergency room/department.,"[-0.05219129  0.04161402 -0.00687523 ...  0.00835605 -0.01504995
  0.01093237]","[-0.007087   -0.00017418  0.01568402 ... -0.0261908  -0.00878737
  0.0009168 ]","[-0.05219129  0.04161402 -0.00687523 ... -0.0261908  -0.00878737
  0.0009168 ]",-1,5,DBSCAN_-1_AGG_5
7416,addressesIssue,The mental health care was sought for a mental health issue.,"[ 0.01618158 -0.02315327  0.05347483 ...  0.00696791 -0.05199278
  0.01073731]","[ 0.00943046 -0.00023424  0.02333684 ...  0.01125723 -0.03483674
  0.01195828]","[ 0.01618158 -0.02315327  0.05347483 ...  0.01125723 -0.03483674
  0.01195828]",-1,24,DBSCAN_-1_AGG_24
7417,inTimePeriod,The mental health care was sought within the past year.,"[-0.04952113 -0.00137338  0.06648798 ...  0.0027847  -0.00149581
  0.02546407]","[-0.01642785 -0.00410363  0.03738568 ... -0.02046486 -0.02310291
  0.00447003]","[-0.04952113 -0.00137338  0.06648798 ... -0.02046486 -0.02310291
  0.00447003]",0,13,DBSCAN_0_AGG_13
7418,hasReasonForNotSeekingHelp,The respondent did not seek care because they thought no one would care if they got better.,"[-0.00364311  0.0033033   0.08288281 ... -0.00775248 -0.01942467
  0.03161053]","[ 0.04896611 -0.01256169 -0.01244869 ... -0.00130341  0.01175814
  0.04976965]","[-0.00364311  0.0033033   0.08288281 ... -0.00130341  0.01175814
  0.04976965]",0,5,DBSCAN_0_AGG_5
7419,hasReason,The reason for the emergency room visit is related to mental health issues.,"[-0.01517833 -0.01437305  0.03660369 ... -0.00381288 -0.04330624
  0.00355869]","[-0.00167909  0.01573835 -0.00042173 ...  0.0123739  -0.02283063
  0.01884592]","[-0.01517833 -0.01437305  0.03660369 ...  0.0123739  -0.02283063
  0.01884592]",0,20,DBSCAN_0_AGG_20
7420,hasFeeling,The feeling of the respondent that no one would care if they got better.,"[ 0.00637456 -0.04102794  0.01020089 ... -0.00433518  0.00011093
  0.0050123 ]","[ 0.05660552 -0.01144989 -0.01232325 ... -0.00313817  0.00874099
  0.04346072]","[ 0.00637456 -0.04102794  0.01020089 ... -0.00313817  0.00874099
  0.04346072]",0,8,DBSCAN_0_AGG_8
7421,receivedTreatmentAt,Indicates that the mental health treatment was received at a hospital.,"[-0.01319863 -0.01987397  0.05294657 ...  0.02121208  0.00126493
 -0.01177689]","[-0.02261976 -0.02682455  0.03029477 ...  0.00277206 -0.00922015
  0.00165754]","[-0.01319863 -0.01987397  0.05294657 ...  0.00277206 -0.00922015
  0.00165754]",0,5,DBSCAN_0_AGG_5
7422,isTreatmentType,Specifies that the mental health treatment was received as an inpatient.,"[-0.07791506  0.05630625  0.01351602 ...  0.00240682 -0.02846142
 -0.00709784]","[-0.03610722 -0.00361452  0.01705344 ... -0.01090686  0.00078296
  0.02454835]","[-0.07791506  0.05630625  0.01351602 ... -0.01090686  0.00078296
  0.02454835]",0,5,DBSCAN_0_AGG_5
7423,describesBelief,Describes the respondent's belief related to the mental health treatment experience.,"[-0.01102044  0.00279343 -0.03755227 ...  0.00744531  0.01003182
 -0.01202439]","[-0.02315279 -0.00140988  0.02033463 ...  0.00403008 -0.02138175
 -0.00587869]","[-0.01102044  0.00279343 -0.03755227 ...  0.00403008 -0.02138175
 -0.00587869]",0,8,DBSCAN_0_AGG_8
7424,receivedTreatmentAt,Indicates that the survey respondent received mental health treatment at a hospital.,"[-0.01319863 -0.01987397  0.05294657 ...  0.02121208  0.00126493
 -0.01177689]","[-0.01472827 -0.01387465  0.02688214 ... -0.00111275 -0.01186256
 -0.00279119]","[-0.01319863 -0.01987397  0.05294657 ... -0.00111275 -0.01186256
 -0.00279119]",0,5,DBSCAN_0_AGG_5
7425,concernsMentalHealth,Specifies that the treatment received is related to mental health.,"[ 0.01566384 -0.00073792  0.07206307 ...  0.02049313 -0.04365178
  0.0320803 ]","[-0.04346396 -0.01753582  0.03416505 ...  0.01517871 -0.03097908
  0.01501035]","[ 0.01566384 -0.00073792  0.07206307 ...  0.01517871 -0.03097908
  0.01501035]",0,23,DBSCAN_0_AGG_23
7426,reasonForAvoidingTreatment,Indicates the reason the respondent may have avoided seeking mental health treatment.,"[ 0.00835304  0.00505094  0.03810643 ... -0.00119946 -0.01145187
  0.01873106]","[-0.01015852  0.02199408  0.04143135 ...  0.00248121 -0.03969931
  0.01936853]","[ 0.00835304  0.00505094  0.03810643 ...  0.00248121 -0.03969931
  0.01936853]",0,5,DBSCAN_0_AGG_5
7427,relatedTo,Relates mental health treatment to overall mental health.,"[-0.02368136 -0.00865122  0.02264102 ...  0.04982667  0.00767249
  0.0043085 ]","[-0.00634059 -0.01696298  0.06700728 ...  0.01068105 -0.041293
  0.01035258]","[-0.02368136 -0.00865122  0.02264102 ...  0.01068105 -0.041293
  0.01035258]",0,14,DBSCAN_0_AGG_14
7428,providedAt,Mental health treatment provided at a residential mental health treatment center.,"[-0.01901879 -0.02610043  0.05036188 ...  0.01372773 -0.00379489
 -0.02422919]","[-0.01083866  0.03657264  0.05184348 ...  0.01358673 -0.02624036
  0.00112369]","[-0.01901879 -0.02610043  0.05036188 ...  0.01358673 -0.02624036
  0.00112369]",0,5,DBSCAN_0_AGG_5
7429,impactedBy,Mental health treatment impacted by the individual's perception that no one would care if they got better.,"[-0.01513747  0.00369853  0.02398801 ...  0.00014425 -0.00305572
  0.01112421]","[ 0.02894453 -0.02001592  0.02177865 ... -0.00211879 -0.02350306
  0.01728241]","[-0.01513747  0.00369853  0.02398801 ... -0.00211879 -0.02350306
  0.01728241]",0,24,DBSCAN_0_AGG_24
7430,receivedTreatmentAt,Indicates that the individual received mental health treatment while residing at a mental health treatment center.,"[-0.01319863 -0.01987397  0.05294657 ...  0.02121208  0.00126493
 -0.01177689]","[-0.01053064 -0.02796233  0.04507032 ... -0.00672198 -0.0242983
  0.0146148 ]","[-0.01319863 -0.01987397  0.05294657 ... -0.00672198 -0.0242983
  0.0146148 ]",0,5,DBSCAN_0_AGG_5
